Stars;Reviews
2.0;"El podómetro es una desastre. NO funciona bien. Sin moverme, recién puesto; 0 pasos, he cogido el despertador de la mesilla de noche para poner bien la hora, he vuelto a mirar los pasos y marcaba ya 54 ¿Cómo se come eso? Una función tan básica y no está bien calibrada, estoy por devolverlo. NO ES FIABLE. Ayer por ejemplo me marcó en todo el día más de 12.000 pasos ¡imposible! Valorad otras opciones antes de compraros este."
2.0;Hola. Lo regalé a mi pareja en Reyes y ayer empezó a fallar. No funciona el osciloscopio, no se ilumina al girar la muñeca y tampoco cuenta los pasos. Hemos apagado, encendido, desvincular y vinculado de nuevo en la app. Vivimos en Tenerife y no sé si contamos con algún servicio de garantía en las Islas. Ruego una respuesta, por favor. Muchas gracias.
2.0;Compré esto porque no quería esperar mi dinero en un Apple Watch y no me arrepiento porque el reloj inteligente se parece al Apple Watch. Esto es cuatro meses después y el rastreador de pasos no funciona y la parte inferior de el reloj se sale
2.0;Funciona por momentos en las funciones de conteo de pasos y lectura de sueño.La duración de la batería es excelente.Pierde el cronómetro al entrar en stand by.
2.0;La lectura de oxígeno no fue correcta. La frecuencia cardíaca no era precisa. La presión arterial no era precisa. Obtuvimos este dispositivo portátil para el monitoreo de O2 y estaba leyendo alto todo el tiempo cuando se verificó con un odómetro que no coincidía. Dado que esos no registraron con precisión, no me molesté con el resto de los características.
2.0;Elegí este porque es uno de los pocos en los que la pantalla es redonda y no cuadrada a pesar de la forma redonda, pero afuera, a la luz del sol, es imposible ver la hora y después de unos pocos metros (2-3 metros) del teléfono móvil. pierde la conexión con bluetooth. Otras que he tenido no perdían la conexión en casa, esta la pierde de una habitación a otra.Básicamente bonita por fuera, también precisa en las medidas de oxígeno y presión pero no muy funcional.
2.0;No suelo escribir reseñas negativas pero en este caso la decepción ha sido bastante grande. Obviamente por el precio no esperaba un super reloj...Todas las funciones que describe están y funcionan más o menos, pero el problema o la deficiencia es sin duda la batería. Dura en torno a 3 días, no hay manera de saber el porcentaje de batería que te queda y para colmo le cuesta varias horas cargarse. La app es bastante floja y tampoco sincroniza muy bien. Sintiéndolo mucho, no lo recomendaría.
2.0;el producto está ahí, sobre todo en el rango de precios, pero tiene algunas fallas que se sienten y en mi opinión son importantes: 1) no funciona con Whasapp, incluso si hay una configuración en el sw, pero en la práctica no funciona2) bateria dura poco, si pones las medidas continuamente3) la medicion de presion no se puede preestablecer y es solo manual (el unico gran defecto real)4) poco reactiva y con la correa que podria ser un pelín mejor (muy pegajoso y hace sudar la muñeca) 5) actualización del SW del reloj (firmware) no queda claro si lo hace automáticamente o no En general cumple su función, pero diría que deja muchos lados descubiertos
2.0;Me gusta la pantalla. Me gusta que puedas ver el tiempo, la frecuencia cardíaca y los pasos dados fácilmente. Por lo tanto, dos estrellas en lugar de una. Lo que no me gusta: numerosas cosas. Las instrucciones están en letra pequeña y, aunque fue fácil conectarse y descargar la aplicación, después de esto solo hubo conjeturas. No he encontrado una manera de comenzar a registrar caminatas/viajes desde el reloj. Deja de grabar en medio de una caminata o un paseo, por lo que los datos son incorrectos. La sincronización puede tardar mucho tiempo. La lectura de la presión arterial siempre es 140/80 sin importar quién lo intente. Sospecho que la pata de la silla también tendría un BP de 140/80. Estoy enojado conmigo mismo por no pagar más por algo mejor.
2.0;El fin que tiene es que se utilicecomo un telefono inteligente y utilizarlo practicando deporte y no vale no se puede utilizar cuando practicas alguna actubidad
2.0;El reloj en sí ni siquiera estaría mal estudiado, una pena que tenga dos problemas inmanejables al menos para mí, el primero es que cuando llega una notificación es prácticamente imposible leerla incluso con gafas, es difícil, el segundo es que el Bluetooth tiene un rango de acción muy limitado por lo que se desconecta continuamente y luego lo peor es que ya no se conecta No recomendado
2.0;Funcionó muy bien y se actualizó con bastante facilidad, pero ahora la plataforma de carga se derritió alrededor de los contactos y no puedo usar el reloj. Bajé mi calificación debido a esto, si no puedo usar el dispositivo, ¿de qué sirve?
2.0;Comprado específicamente con función GPS pero no recibe actualizaciones, probado varias veces.
2.0;¡El reloj es fantástico! ¡Se ve muy bien, se siente muy bien, funciones increíbles! Me encanta poder leer mis textos sin tener que abrir mi teléfono. ¡La aplicación de la que se ejecuta es una basura absoluta! Mis pasos se reinician al mediodía, no rastrea mi sueño hasta las 2 am, realmente no he revisado la mayoría de las otras funciones ya que principalmente quería rastrear el ejercicio y los patrones de sueño. No hay forma de configurar mis horas diarias para que el reloj registre los pasos y el sueño apropiados. El tiempo siempre es impreciso. Solo he tenido el reloj durante una semana, lamentablemente puede que tenga que devolverlo simplemente por la aplicación que se ejecuta.
2.0;Decía que di 10.000 pasos cuando en realidad estaba conduciendo. Si lo está usando para monitorear cuando realmente está haciendo pasos, entonces debería estar bien
2.0;Compré este reloj inteligente principalmente por la función de conteo de pasos, sin embargo, no es preciso mientras camino agarrado a un cochecito (que es la mayor parte del tiempo)
2.0;Al principio parece bien... luego te das cuenta de que es complicado hacer funcionar todas las funciones y sobre todo no siempre las ejecuta... ni aunque intentes lanzarlas desde el móvil. Solo los lleva a cabo cuando le da la gana... 😢
2.0;No puedo hablar por todos, pero mi experiencia como usuario de Android fue la siguiente: Pro: El reloj llegó a tiempo y en buenas condiciones. También fue muy cómodo en la muñeca: la correa es agradable y suave. De ahí la calificación de 2 estrellasCon: No pude sincronizar el reloj con la aplicación. Cargué y descargué varias versiones. Ninguno funcionó con mi Samsung Galaxy. Estaba dispuesto a renunciar a configurar la hora y sincronizar mis contactos, correo electrónico, mensajes de texto, etc., ya que realmente solo quería las funciones de fitness. Sin embargo, esas características tampoco conservaron la configuración. Además, las instrucciones impresas adjuntas se imprimieron en un tamaño de fuente tan pequeño que resultaba ilegible e inútil. En general, muy decepcionante. Devuelto.
2.0;El reloj es bastante bonito y hace lo que se supone que debe hacer... Pero... Cargar la batería es un trabajo complicado... El cargador es demasiado grande para los contactos y el reloj sigue cargándose... Use el reloj apenas porque Cargar es demasiado esfuerzo para mí. Lo mejor es sujetar el cable de carga cuando haya encontrado la posición correcta.
2.0;A través de investigaciones y pruebas prácticas, se ha determinado que este reloj no funciona en personas de piel más oscura. Revisé mis signos vitales (soy negro) y decía que no estaba usando el reloj. Mi esposa (que es blanca) pudo obtener todas las enseñanzas. La única vez que funcionó fue si sostenía el reloj en la palma de mi mano.
2.0;No tengo todas las funciones funcionando
2.0;No recomiento el producto, bonito pero de escasa precisión, cuenta los pasos muy mal.
2.0;El reloj iba perfecto (la app es una castaña ,para sacar fotos a distancia debe ser desde la app y para localizar tu novio debes haber sincronizado el reloj ese día o haber entrado a la app ese día ,pero en un día o así que se allá desconectado o allá pasado un tiempo al localizar el móvil no sonará por qué se habrá eesincronizado o algo ), el cable en la segunda carga se a quemado, menos mal que salí solo un segundo y no se a prendido fuego algo por qué estaba al lado de la cama (cable defectuoso) ,por qué el primer día ya se calentó mucho y el segundo en cuanto lo vi ya estaba quemado y no cargo ni un 1% asique debió quemarse al segundo (actualización 1) ,para no tener que pagar 20€ de pedido mínimo, no tener que tratar con con gente que no me va a solucionar nada y va a ser tardado y engorroso y seguro le querrian cobrar el cable nuevo (y para devolver igual de engorroso ) e cortado el usb quemado y le e empalmado otro de un cable viejo y funciona ,el reloj me duró cargado la primera vez unos 6 días (lo cargue el primer día a tope )y el primer día se chupo el 30% y cuando lo e intentado cargar la segunda vez estaba al 13% o por ahí,con el cable arreglado y cargado a 100% a estado todo el día al 100% y antes de dormir e tenido que darle como 3 minutos a la vibración y 10 min de cronómetro y activar las luces de medición para que baje un 1% (por qué pensaba que se había bugeado )pero ya baja normal ,al final del siguiente día a bajado sólo un 5% con un uso mínimo,ahora sí pienso que durará 10 días tranquilamente (si las lecturas no fallan) no sé si se deba a el cambio se usb ya que no pude probar el original bien,pero la primera carga del original no pareció muy buena y el cable interior del original era plateado (no se que material sea ) el empalme nuevo si parece de cobre ,no se que metal lleva el cable original y si eso influye ,pero me da mejor espina ahora que tras 2h de carga está a tope y no se a calentado nada el usb
2.0;Buen reloj inteligente en general. Detección de sueño completamente rota, función de despertador inutilizable Tres vibraciones imperceptibles de luz a nada más
2.0;Funciones cardíacas aproximadas. Pensé mejor. A la semana se lo regalé a mi hijo de 9 años y volví a garmin
2.0;Buen tiempo paz pero barato Esta pieza mantuvo muy buen tiempo y fue fácil de leer, todas las demás aplicaciones no valían un montón de frijoles. Ox pulso estaba apagado, la frecuencia cardíaca estaba apagada, la presión arterial estaba apagada. Todo lo que te gusta de este reloj, está apagado. Incluyendo el contador de pasos.
2.0;El reloj tiene buenas funciones y funciona bien. Desafortunadamente, la aplicación es un poco indecente tanto en términos de funciones como de traducción del idioma original... Usado durante 1 semana.
2.0;No funcionaba
2.0;Smartwatch con funciones normales pero con muy mala batería que dura 12/15 horas como mucho. Lo tuve que devolver y ahí tuve una pésima experiencia. La empresa (Celeritas) que debía pasar a buscar el paquete me tuvo un día y medio esperando sin dar ningún tipo de explicación. Se ve que solo importa el tiempo de ello. Servicio nefasto.
2.0;Me gustó mucho este reloj. Se empareja fácilmente con mi teléfono y es cómodo de llevar. Sin embargo, tuve que volver a comprar este reloj dos veces porque se estropeó en ambas ocasiones. Después de unos meses, el reloj se corta y no se carga. Siempre parece suceder después del período de garantía del fabricante de 90 días, por lo que no puedo reemplazarlo o devolverlo.
2.0;Desde que actualicé, el reloj se descarga después de un día de uso a pesar de que apagué todas las notificaciones y la medición del pulso. Estaba satisfecho hasta que tuve este problema. El gps es confiable. Pero para dormir, no es nada fiable.
2.0;La correa se rompió a los 20 días y ahora después de dos meses no se conecta a la aplicación y cuando se conecta se desconecta varias veces nada recomendable gracias a Amazon que con la garantía de la A a la Z respondió el vendedor nada
2.0;ES LA ÚLTIMA MIERDA. Conexión para ver Muy, muy POBRE. lo devolveré
2.0;El dispositivo en sí funciona bien, pero la resolución de pantalla particularmente baja y no estéticamente apreciable me dejó muy perplejo. Parece uno de esos pequeños juegos electrónicos de principios de la década de 2000 para niños. Por el mismo precio hay otras smartbands de mucha mejor calidad como las de Honor y las de Huawei (incluso modelos antiguos). He devuelto el producto, lo siento.
2.0;Tuve que devolver el reloj. Lo compré principalmente para seguir mis pasos. Decía que caminé 1.5 millas dentro de mi casa cuando apenas me movía. ¡Jajaja! No puedo comentar sobre las otras características ya que realmente no las usé.
2.0;Este fue un regalo de Navidad. Devolveré este artículo. No puedo contestar mis llamadas o responder un mensaje de texto. Definitivamente no es lo que esperaba. Bueno para estar en forma, pero no para responder llamadas o enviar mensajes de texto.
2.0;"Mi primer reloj umidi duró unos 5 meses, luego el botón ya no funcionaba y compré otro. Desde el primer día el oxímetro funciona una vez si y cinco no e incluso los valores de presión no son fiables. Después de unos dos días, después de hacer una actualización que me propusieron, se bloqueó por completo con la aplicación de escritura y la flecha hacia arriba; no había forma de que volviera a empezar. Lamentablemente tuve que devolverlo."
2.0;Estaba muy satisfecho al principio, parecía funcionar mejor, pero luego tuve taquicardias, verifiqué con un dispositivo especial, pero el reloj inteligente seguía dándome valores mucho más bajos y, por lo tanto, falsos con problemas de salud graves. No sé si puedo. devolverlo pero ciertamente ya no puedo confiar
2.0;Compré 2 relojes inteligentes. se decoloraron en unos meses para el uso normal, vea las fotos adjuntas. ¡Me gustaría tener 2 pulseras negras de reemplazo que quizás permanezcan negras!
2.0;Este reloj lo compré con mucha ilusión, pero lo barato sale caro... se cambia el menú cuando le place sin previo aviso, y se me ha desconfigurado todo sin posibilidad de arreglo y plazo de devolución caducado ya. Que casualidad que se ha fastidiado un día antes de la finalización de la garantía... la app tampoco funciona, no localiza el bluetooth. Un fiasco. Ahora toca comprar otro... si lo sé, me gasto más dinero. No lo recomiendo.
2.0;lo compre para mi esposo que esta muy feliz de saber cuanto ejercicio hace y tiene tantas funciones lastima que la bateria no dura mucho a 1 mes y medio dura 2 dias a quien debo contactar
2.0;El producto se ve bien, pero mostró resultados inexactos de pulso y presión arterial. Difícil 'despertar' la pantalla. Devolverá el reloj para obtener un reembolso.
2.0;Comprado por recomendación de un amigo, me gustó desde el primer momento. Lástima que una vez actualizado y configurado, inmediatamente mostró límites sensacionales. En primer lugar, se desconecta constantemente de la aplicación, lo que la hace casi inútil en algunas funciones, como las relacionadas con las notificaciones de WhatsApp, las llamadas y los mensajes de texto. de precisión y la posibilidad de comprobar el nivel de saturación de la sangre continuamente devuelve un mensaje de error. También tiene aspectos positivos que, sin embargo, comparados con los defectos, son muy pocos. En definitiva, una gran decepción...
2.0;Realmente me encantó este reloj al principio, tiene todas las características de un reloj inteligente de gama alta a un precio asequible. Sin embargo, estoy realmente decepcionado con el monitor de frecuencia cardíaca. No me da una lectura dentro de los 10 latidos de mi ritmo cardíaco actual, que es una de las principales razones por las que lo compré. Si no fuera por ser tan impreciso recomendaría el reloj. El reloj en sí tiene características sorprendentes, es genuinamente a prueba de agua y puede agregar sus propias imágenes de fondo y tiene varias para elegir. Puede ser que el mío en particular tenga un problema con el monitor HR o que sea demasiado bueno para ser verdad, pero estoy decepcionado porque realmente me encantaba este reloj hasta que noté los problemas con las lecturas.
2.0;Funcionó durante una semana, la detección de oxígeno en sangre funciona una y diez veces. Después de la última actualización, 10 días después de la compra, apareció una aplicación en la pantalla y ya no funcionaba. Devolví el producto que fue aceptado de inmediato.
2.0;Hasta ahora, la batería no ha durado ni 14 horas, a veces menos. Uso más mi reloj en el trabajo, de hecho, la razón por la que lo compré hasta ahora no me impresionó.
2.0;Me gustaria saber como se activa el modo reposo, sino no aguanta bien la conexion bluetooth... Estoy decidiendo si lo mantengo.
2.0;Fue un reloj bonito hasta la mañana que al despertar estaba roto, nose como pero paso un disgusto de pensar que era tan flojo como pa romperse asi. Nose si eso o que salio con algun defecto por que no tiene ninguna marca del golpe, solo el vidrio roto
2.0;La estética es buena, pero la funcionalidad no.
2.0;Estéticamente es sencillo pero bonito, las funciones, la pantalla y las distintas opciones están bien logradas. Lástima que no es del todo precisa y por lo tanto no es fiable. Prácticamente después de lavar una docena de platos, me marcó que di casi 1000 pasos, parado!!! Incluso la función de sueño deja algo que desear… no calcula los despertares durante la noche, sino que los reporta todos como sueño ligero, incluso cuando te levantas para ir al baño.En conclusión, si buscas un reloj inteligente por deportes, olvidate el en cuestion (yo compre el de la 1.4).
2.0;Se rompió de inmediato, la pantalla dejó de funcionar en dos semanas
2.0;el boton de encendido/apagado dejo de funcionar despues de 3 meses
2.0;Entonces, como siempre, la entrega por parte de Amazon fue impecable, en lo que respecta al reloj inteligente, debo decir que tuve problemas constantes para conectar el bluetooth con el teléfono, a veces se conectaba y a veces no, intentaba restablecer limpiamente el caché de la aplicación y reinicié inserté el gps pero nada, así que lo devolví para devolverlo muy mal porque algunos de mis amigos lo tienen y no tienen problemas quizás porque tienen teléfonos móviles Iphone? y yo tengo un Android s10 plus meh.
2.0;Me gusta la pantalla, fácil de leer pero difícil de maniobrar en diferentes áreas
2.0;Me encantó el diseño del reloj, los pasos de la función de suspensión, etc., sin embargo, ¡no es resistente al agua! No lo sumergió, estaba remando... Y dejó de funcionar. No se pudo conectar al teléfono para llamadas o mensajes, incluso con la aplicación redowning
2.0;No es exacto, la batería simplemente es vergonzosa: ¡solo dura un día! La correa se rompió después de solo una semana
2.0;La batería se cargaba en 30 minutos, pero solo duraba 2 días. Los pasos seguían contando aún cuando estaba sobre la mesa. Supongo que salió defectuoso, así que lo devolví..
2.0;Parece que todos los valores de medición están desactivados. Calorías... reducidas en 10 Pasos reducidos en 20 o menos B/P desactivados en 5... una vez calibrado parece funcionar bien
2.0;Perdí la esfera del reloj anunciada en la actualización del firmware. El reloj se duerme rápidamente, por lo tanto, es difícil comenzar a ejecutar la grabación al comienzo de Parkrun. El reloj no es lo suficientemente brillante para leer durante una carrera. Seguimiento del sueño efectivo. Se devolvió el reloj y se compró un reloj digital simple con cronómetro.
2.0;¡El reloj inteligente está hecho de acero, lo que sin duda lo hace más elegante y robusto! Pantalla grande que brinda una excelente visibilidad. Con la aplicación hecha perfectamente, brinda la posibilidad de hacer muchas cosas, especialmente el dial, que brinda la posibilidad de reemplazarlos a voluntad ( más de 30 tipos diferentes) El diámetro del reloj es de 4,8 cm, todo está muy cuidado hasta el último detalle, además del reloj, incluso el embalaje y la correa. ¡El precio definitivamente vale la pena el producto! Habría sido el TOP si tuviera el sensor de temperatura corporal, pero por lo demás es el mejor que he comprado hasta la fecha.
2.0;Reloj cómodo, pero el podómetro es impreciso en comparación con el del teléfono móvil.
2.0;Está bien,para su precio , aunque yo lo devolví ya que se quedaba bloqueado
2.0;El concepto fue buenísimo, hasta una semana después de recibirlo que le apareció una cortina de rallitas blancas en la pantalla y tuve que hacer devolución que lastima
2.0;La batería dura una semana o más, estaba bastante contenta con él hasta que me metí en la piscina confiando en que era resistente al agua y no ha vuelto a encender más
2.0;El único problema es que las letras de mensajes salen muy pequeñas
2.0;El reloj inteligente es simple, pero está bien hecho. Hace todo lo que puede esperar en este rango de precio. El monitoreo del sueño es bastante rudimentario, pero lo hace lo suficientemente bien. El único defecto que encontré después de solo 2 semanas de uso es que el vidrio ya tiene pequeñas líneas, a pesar de usarlo con cuidado y casi siempre con ropa de manga larga. Debo decir que esto nunca me ha pasado en el pasado con otros productos similares. Pecado.
2.0;Compre el relog, por todo los buenos comentarios y la verdad es que va bien tiene un bonito diseño, peroooo, la app es un desastre. Se desconecta cada dos por tres. No soy capaz de poner el peso, la altura, etc en medidas españolas. Además no hay forma de que nadie me ayude y es una pena porque el relog va muy bien. Además después de más de un mes, intalar, desinstalar la app, es imposible poner las medidas bien. No salen ni k, ni cm. Un desastre y me estoy cansando
2.0;Siempre se desconecta, no hay temporizador ni despertador
2.0;Porque me sale esto en el reloj?? No veo manera d poder quitarlo y que me funcione🤦‍♀️
2.0;Los pasos funcionan, ejercicio 50/50, presión arterial grande no, frecuencia cardíaca no, spo2 no, música, la función de dormir es terrible, un producto bastante malo en general. . No muy feliz
2.0;Funcionamiento defectuoso
2.0;Solo se compra para la función de notificación. El jardinero paisajista trabaja con tanta frecuencia con maquinaria y usa guantes. Cansado de parar/quitarse los guantes/ir en el bolsillo, así que pensé en probar uno de estos. Comprado a principios de julio y funcionó bien durante las primeras dos semanas, pero se ha vuelto menos receptivo. Ahora intermitente en cuanto a las notificaciones que recibe y, a menudo, vuelve a notificar los mensajes vistos y borrados previamente en el reloj. No me impresionó y no lo recomendaría
2.0;Es bonito y sincroniza ok con app y móvil para recibir notificaciones. Negativo: compramos 2, uno aún funciona sin problema y otro a durado 6m... A fecha de hoy con mismo uso ha muerto... A ver si podemos gestionar alguna garantía con Amazon...
2.0;Está atascado en hora militar.
2.0;Producto al limite, funcional si pero pocas funciones y compatibilidad con dispositivos de otras marcas
2.0;El reloj se ve bien y el emparejamiento con la aplicación fue rápido. Desafortunadamente, el podómetro no funcionó correctamente. Acababa de salir de la calle y ya tenía mis 10k de pasos.
2.0;Ya he devuelto un artículo similar porque, debido a las imprecisiones, pensé que estaba ordenando algo diferente, ¡descubrí que es exactamente igual pero se muestra con el nombre de un fabricante diferente! Este también es muy pobre, muestra que mi pb es el mismo todos los días y está considerablemente exagerado, p. el reloj muestra 145/85 cuando, de hecho, una unidad de pb médica me muestra como 125/71 con cierta diferencia y podría preocupar indebidamente a los usuarios haciéndoles pensar que tenían un pb alto. altura y peso. pero, ¿qué espera por £ 20? Actualización: después de una semana de uso, he bajado mi revisión anterior a 2 estrellas. Razones, 1. La aplicación Gloryfit es bastante inútil, cuando inicia una actividad en la aplicación, se sincroniza con el reloj y los pasos no se registrarán, ¡para una caminata conocida de 2 millas registraron 866 pasos! 2. el rastreador de sueño a veces solo registra parte de las noches de sueño y muestra, por ejemplo, 3 horas. dormir con periodos en blanco durante la noche, ni sueño profundo ni ligero ni despierto solo en blanco. Voy a regresar.
2.0;tiene musica
2.0;Hola, después de una actualización solicitada por la aplicación, mi pantalla se congeló. ¿Como arreglar? Me gusta mucho el reloj. Gracias.
2.0;El reloj no pasó durante quince días, se apagó y ya no cargó, muy decepcionado y enojado porque perdí mi dinero.
2.0;Algunas funciones del reloj no funcionaban... Respeto al remitente
2.0;Funcionó bien 3 meses y de la noche al.dia dejo de hacerlo, lo peor es que llevo 3 días esperando que me respondan al problema que tengo.
2.0;El reloj da la hora, eso es bueno. Por otro lado el número de pasos está mal, conté y el resultado no es bueno. Simplemente mueve la muñeca para aumentar el número de pasos y si mantienes el agarre fijo no darás ninguno. Intentando poner el reloj en el pie debe ser más fiable. El voltaje en él es completamente incorrecto. Hice que lo probara mi novia que tiene presión arterial alta y con el reloj tiene una presión arterial excelente. Dormir también está mal. Miro mi reloj antes de apagar la luz para dormir, son las 3:15 y por el reloj duermo a medianoche! El nivel de oxígeno en la sangre es falso. Me levanto y miro mi nivel de oxígeno, está al 92%. Me voy a fumar mi cigarro, miro que es 99%...
2.0;Contador de pasos no exacto
2.0;Es ligero, muy bonito y cómodo, una pena que en dos meses el Touch ya no funcionara, tuve que devolverlo y cambiar el producto
2.0;No tuve tiempo de usarlo, el producto estaba defectuoso!!!
2.0;¡El cierre de metal de la correa del reloj se rompió el segundo día!
2.0;Guarde sus monedas. Consigue el iwatch. Período.
2.0;Mi viejo reloj fitbit tenia sensores mucho mas fiables y precisos, y los de este reloj son mas farol que otra cosa, no son fiables para un deportista, mejor poner un poco mas de dinero al final. Pero en general a este precio el reloj hace lo que puede jajaja
2.0;Creo que el reloj es muy bonito, pero tengo que iniciar sesión en la aplicación de mi teléfono para ver mis estadísticas. Tal vez mi configuración sea incorrecta, pero cuando camino no necesariamente quiero tomar mi teléfono.
2.0;Reloj muy sencillo que no se nota ni la vibración del reloj
2.0;La entrega se realizó en tiempos óptimos según lo previsto por el seguimiento. Me convencí de comprarlo después de que mi hermano elogiara sus características y funcionalidades, como el seguimiento del entrenamiento en piscina. Muchas fallas iniciales, como el reconocimiento con la aplicación de referencia y muchos defectos de fábrica. Funcionalidad que no cumplió con las expectativas, debería haber sido resistente al agua, pero después del primer baño, la pantalla comenzó a asustarse. A la mañana siguiente ya ni siquiera encendía. Solicité la devolución de este producto, con la esperanza de que lo reemplacen. Duración satisfactoria de la batería.
2.0;La duración es de dos días. Comparando con otro q duraba mucho masDisculpen las molestas
2.0;Este reloj fue realmente divertido, pero se rompió después de medio año. El reloj todavía está en garantía, pero tratar con este reloj es muy difícil para una persona mayor como yo. Así que hago tictac el reloj bajo la experiencia. Es una pena, en realidad no fue tan malo.
2.0;No puedo recibir alertas de llamadas ni notificaciones de mensajes. Aunque encendí las notificaciones en la aplicación muchas veces, se apagó automáticamente después de un par de minutos. Decidido a volver
2.0;La compré y la dejé por otra porque la duración de la batería es un chiste
2.0;No se puede conectar el reloj
2.0;La app es realmente mala y por lo tanto toda la experiencia que puede ofrecer este reloj inteligente se vuelve pobre Además, una vez que el reloj inteligente está conectado a la aplicación, el idioma pasa a ser italiano pero la escritura en el reloj no está adaptada, se vuelve realmente ilegible en algunos casos. Hermoso diseño y mala experiencia de usuario. Pecado.
2.0;Positivo: duración de la batería muy larga, gran diseño, rendimiento aceptable para el precio, pero negativo: los datos no son correctos. Esto no se nota mientras no haya comparación. Pero hoy corrí una pequeña carrera de seguimiento con amigos, y en el km 5 solo me faltaban 600. Como el resultado aquí está tan falsificado, el reloj ya no es una opción para mí.
2.0;No es lo que esperaba. material barato Sensación de barato. El cable de carga era un dolor en la parte trasera. Barato, barato.
2.0;La batería se agota demasiado rápido durante el uso
2.0;Los botones no hacían nada, pero el reloj seguía encendiéndose, así que no era la batería. No vale el dinero.
2.0;Pensé que el reloj era agradable. Pero no se pudo conectar al móvil.
2.0;Inexacta en el cálculo de pasos y km, las notificaciones de los mensajes recibidos no suelen llegar. Decepcionado
2.0;No es preciso para la distancia recorrida, por lo que es inútil realizar un seguimiento de los tiempos/ritmo de carrera y la distancia recorrida
2.0;A regañadientes escribo esta crítica negativa ... ¿por qué? Las premisas para un buen reloj inteligente estaban todas allí: estilo, legibilidad del dial y la presencia del sensor para detectar la saturación de sangre (por muy preciso que sea ...). Notas NEGATIVAS: - la traducción de las funciones es algo aproximada e imprecisa, ciertamente con los medios disponibles hoy en día TENÍAMOS que hacerlo mejor... ¿tal vez prevean una actualización? - aquí está la parte que determinó el retorno. Desafortunadamente, el hermoso castillo se derrumbó después de la primera actualización de firmware. Después de que terminó de actualizar el firmware y el dial (todo al 100 %), todo parecía estar bien... hasta que apareció APP en mi pantalla. Estaba diciendo que ahora se ha ido... así que han pasado 24 horas y leyendo los distintos foros los he probado todos... ¡pero nada!- Otra cosa absolutamente negativa es la asistencia de Umidigi: ¡el ausentismo escolar! Envié una solicitud dos veces llenando formularios largos y adjuntando imágenes del problema (esto a través de la aplicación Paiactive). No hubo respuesta. Luego envié un correo electrónico a Umidigi dedicado a la asistencia para compras en amazon..todavía estoy esperando una respuesta...Al final lo devolví...lástima que me pareció un buen producto calidad/precio.Quizás te fue mejor. ??? Eso espero, pero me parece absurdo que un producto como este (he tenido otros de marcas semidesconocidas..) se bloquee así sin poder hacer nada, un reset no? Mah.. Saludos
2.0;Este reloj es basura, la batería solo dura ni siquiera un día. Siempre tengo que sincronizarlo de nuevo con la aplicación. Solo lo tuve 4 meses y murió. muñeca, así que diría que compre algo mejor
2.0;Me habría quedado con este reloj, ya que es muy bonito y hace clic en todas las campanas y silbatos. Sin embargo, me decepcionó ver que el kilometraje se registra en métrico. Todo lo demás registrado en el reloj está en medidas inglesas excepto eso. Tampoco hay ninguna configuración para cambiarlo. Ojalá lo hubiera sabido antes de mi compra.
2.0;Si por error o por curiosidad restableces la configuración inicial, ya no tendrás el dial con el que venía. Hay un paquete de carátulas para descargar, pero no hay nadie para quien lo haya elegido.
2.0;Parece un producto de Apple, me encanta el diseño y la sensación general del reloj. Las aplicaciones están bien, podrían ser mejores. El primer día fue genial, todo funcionaba y, literalmente, al día siguiente no aparecía nada. Después de reiniciar el dispositivo y seguir las instrucciones, el dispositivo parecía haberse detenido por completo. Los niveles de oxígeno y la presión arterial seguían interrumpiéndose, por lo que no se podían recopilar los datos y el monitor de frecuencia cardíaca seguía apagándose aleatoriamente.
2.0;Realmente me gusta el producto, lo compré porque tenía muchas de las características que estaba buscando y no quería gastar $400 en un reloj inteligente de marca más grande. Sin embargo, he tenido esto durante 2 meses y tuve que ir a comprar un reloj inteligente de mayor nombre. La pantalla se raya con mucha facilidad, nunca permanece sincronizada con mi teléfono, por lo que no recibo las llamadas entrantes, los recordatorios del calendario, los mensajes de texto, que fue la razón principal de la compra. Intenté comunicarme con la compañía varias veces y me dijeron que no admitíamos este producto. Por lo tanto, la duración de la batería es increíble porque nunca me envía nada a mi teléfono, la aplicación no es realmente excelente. Si la sincronización funcionara y ofrecieran soporte para el producto, lo mantendría por el precio. De lo contrario, ahorre su dinero para la cosa real.
2.0;Uso diario pero ya roto al nivel de la fijación de la pulsera pulsera que y frágil
2.0;El precio justifica la factura... hice una devolución y cambié a un producto de mayor calidad, obviamente gastando más
2.0;Sinceramente, lo pensé mejor... la aplicación paiactive no está a la altura... 2 puntos de estrellas.
2.0;Luz verde parpadeante aleatoria en la parte posterior del reloj y pulsera de mala calidad.
